Category,Count
DE,23
FI,16
US,11
FR,4
IE,3
RO,3
JP,2
LV,2
PL,2
SG,2
IN,2
RU,2
CA,2
NL,1
CZ,1
HK,1
BE,1
GB,1
CH,1
