Category,Count
US,592
DE,286
IE,167
FR,148
CA,120
GB,81
NL,76
JP,66
AU,65
AT,58
SG,51
FI,47
KR,39
CH,39
CN,38
RU,38
IT,31
BE,24
MA,24
HK,23
TW,20
IL,19
IN,18
BR,18
UA,12
PL,10
ES,9
NZ,8
SE,7
PT,7
VN,7
TR,6
SA,5
MY,5
RO,4
SI,4
PH,4
NO,4
MX,4
TH,2
GR,2
DK,2
UY,2
HU,2
AE,1
AR,1
SK,1
ZA,1
BY,1
IM,1
PE,1
AZ,1
LU,1
