Category,Count
US,715
DE,235
GB,106
FR,85
FI,81
NL,65
SG,65
CA,58
JP,35
NG,32
PL,32
IE,31
IN,28
AU,27
IT,19
ES,18
HK,17
IL,17
KR,17
AT,17
CH,15
BR,15
MX,12
BE,10
CN,9
AE,8
CZ,8
VN,8
PT,7
TW,7
ZA,6
PH,6
SE,5
RO,4
BG,4
PE,4
HR,4
NO,4
CO,4
BY,3
KY,3
LT,3
GR,3
TR,2
PR,2
RU,2
SI,2
HU,1
UA,1
LU,1
DK,1
CL,1
BD,1
AR,1
LV,1
IS,1
