Category,Count
US,71
DE,34
FI,16
NL,10
SG,8
ID,4
IE,4
SE,3
CA,3
HK,3
GB,3
BE,2
IN,2
KR,2
AT,2
TW,1
LU,1
CL,1
BR,1
MX,1
FR,1
