Category,Count
Bitcoin Core,21039
btcd,26
Satoshi-BTF(BitcoinFinance)-Main-TOG,8
CKCoinD,7
Aurum,3
Bitcoin REAL,2
Gocoin,2
bcoin,2
Statoshi,2
Unknown,1
Bitcoin ABC,1
BitcoinUnlimited,1
Natasha,1
🙏SupportPR#26525,1
libbitcoin,1
Ladybug,1
Classic,1
