Category,Count
US,174
DE,80
FR,20
CA,17
GB,14
RU,11
IR,10
CN,10
JP,8
PL,8
NL,8
SG,7
AU,7
FI,7
SE,5
HK,4
CH,4
MY,3
NO,3
IE,3
KR,2
KG,2
BR,2
IT,2
BE,2
TW,2
BH,2
MK,2
CZ,2
ZA,1
MN,1
IN,1
GT,1
RO,1
SA,1
MX,1
LT,1
GR,1
ES,1
TH,1
TR,1
HU,1
PT,1
MD,1
AT,1
