Category,Count
US,221
DE,147
FR,89
CA,48
,36
RU,36
NL,28
GB,21
FI,20
CH,16
PL,14
CN,12
SG,10
IR,9
JP,7
LT,7
HK,7
IN,6
TW,6
ES,5
AU,5
CZ,5
UA,4
IE,4
BG,4
RO,4
DK,3
KR,3
NO,3
TR,3
GR,3
BE,3
ZA,3
NZ,2
SI,2
EE,2
BR,2
RS,1
LU,1
HR,1
AN,1
MD,1
MY,1
PT,1
CL,1
BD,1
CY,1
IL,1
TH,1
KG,1
BZ,1
IS,1
KW,1
AT,1
IT,1
