Category,Count
US,2135
DE,597
NL,564
FR,318
JP,280
GB,233
RU,175
CA,161
SG,136
PL,124
LT,99
NO,80
HK,48
IE,45
UA,35
ES,32
KR,27
SE,26
CZ,25
AL,18
IN,17
FI,15
LV,12
SC,10
AT,9
MX,8
BR,6
CL,5
IT,4
SK,4
RO,4
LU,4
ZA,3
AE,3
BG,2
BE,2
AR,2
JE,2
HU,1
HR,1
MD,1
AI,1
VN,1
CH,1
