Category,Count
US,215
DE,98
FR,35
CA,28
GB,13
RU,13
NL,12
FI,10
JP,9
NO,9
SG,8
IR,8
IN,7
ES,6
PL,6
AU,5
SE,5
CN,5
LT,5
NZ,5
VN,3
UA,3
CH,3
AT,3
IE,2
KR,2
DK,2
HK,2
TW,1
HU,1
EE,1
CL,1
TR,1
IT,1
TH,1
MX,1
MY,1
BR,1
SI,1
IL,1
RO,1
BE,1
